Property Names,Brand,State,Location,Property type,Pet-friendly,Factsheets,Status,Factsheet SPOC,Updated,OTA Listing Content,Unnamed: 11,Website content Website Amenities,Status.1,Brochure Content,Status.2,Website live Status,Brochure Design (Branded) link,Brochure Design (Branded) Bitly Link,Status.3,Remarks,Brochure_Branded | Verification,"Brochure Design 
(Non-Branded) Link",Brochure Design (Non-Branded) Bitly Link,Status.4,"Home Guide
(Content)","Home Guide
(Design)",Remarks.1,Brochure_Non Branded | Verification,Set Menu (Branded),Set Menu,"Walk-Through Videos 
(Branded) links",Non-branded Walkthrough links,"Walk-Through Videos 
(Non-Branded) links",Non-Branded photo drive links,Unnamed: 35,Raw Photoshoot,Photo Drive Link,3D Tour,Reels,ID,Price,Email
Cedar Haven at Moira Unit 986,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Cedar Haven at Moira Unit 986 Factsheet.docx,Yes,,,BAUHINIA LISTING.docx,Done,BLUDOOR WEBSITE SPACES SECTION,Done,CEDAR HAVEN AT MOIRA UNIT 986 BROCHURE.docx,Done,Done,ELIVAAS_Panache_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Cedar Haven at Moira Unit 986 - HOME GUIDE.pdf,Cedar Haven at Moira Unit 986 - HOME GUIDE.pdf,Good To Go,,Cedar Haven at Moira Unit 986 - Set Menu.pdf,Cedar Haven at Moira Unit 986 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3uEuOP6,Opalys,,Opalys - 4 BHK Arpora,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",722.0,21000.0,contact722@elivaas.com
Coral TowersVagator Unit 539,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Coral TowersVagator Unit 539 Factsheet.docx,Yes,,,INDAH Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,CORAL TOWERSVAGATOR UNIT 539 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1BA5E0010_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Coral TowersVagator Unit 539 - HOME GUIDE.pdf,Coral TowersVagator Unit 539 - HOME GUIDE.pdf,Good To Go,,Coral TowersVagator Unit 539 - Set Menu.pdf,Coral TowersVagator Unit 539 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1RA4E0020.mp4,https://bit.ly/3I0Yady,Panache,,Opalys - 4 BHK Arpora,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",723.0,10500.0,contact723@elivaas.com
Crimson Grove in Arpora Unit 423,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Crimson Grove in Arpora Unit 423 Factsheet.docx,Yes,,,"TROPICAL, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,CRIMSON GROVE IN ARPORA UNIT 423 BROCHURE.docx,Done,Done,ELIVAAS_Celest_4-BHK_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CT4E0012_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Crimson Grove in Arpora Unit 423 - HOME GUIDE.pdf,Crimson Grove in Arpora Unit 423 - HOME GUIDE.pdf,Good To Go,,Crimson Grove in Arpora Unit 423 - Set Menu.pdf,Crimson Grove in Arpora Unit 423 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Celeste Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/49e4f2u,Cloud 7  Tropical,,Indah_4bhk_Moira,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",724.0,17500.0,contact724@elivaas.com
Willow ResidencyMoira Unit 991,ELIVAAS,Goa,Arpora,4-BHK Villa,Pet-friendly,Willow ResidencyMoira Unit 991 Factsheet.docx,Yes,,,PANACHE Listing Content,Done,PINKSKY WEBSITE CONTENT,Done,WILLOW RESIDENCYMOIRA UNIT 991 BROCHURE.docx,Done,Done,Elivaas_Dahlia_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1IH4E0015_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Willow ResidencyMoira Unit 991 - HOME GUIDE.pdf,Willow ResidencyMoira Unit 991 - HOME GUIDE.pdf,Good To Go,,Willow ResidencyMoira Unit 991 - Set Menu.pdf,Willow ResidencyMoira Unit 991 - Set Menu.pdf,Lumin.mp4,Cloud7 Walkthrough.mp4,G1RA4E0020.mp4,https://bit.ly/3SXluPD,Indah,,Bauhinia 5BHK Assagao,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",725.0,12000.0,contact725@elivaas.com
Azure VillasVagator Unit 1092,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Azure VillasVagator Unit 1092 Factsheet.docx,Yes,,,CELEST Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,AZURE VILLASVAGATOR UNIT 1092 BROCHURE.docx,Done,Done,ELIVAAS_Risaia_Detailed Brochure.pdf,https://bit.ly/48cNunl,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3uUzuQN,Done,Azure VillasVagator Unit 1092 - HOME GUIDE.pdf,Azure VillasVagator Unit 1092 - HOME GUIDE.pdf,Good To Go,,Azure VillasVagator Unit 1092 - Set Menu.pdf,Azure VillasVagator Unit 1092 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1IH4E0015.MP4,https://bit.ly/3uwmAbQ,Cloud 7  Shells,,Villa 3,https://bit.ly/3RxZ6MF,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",726.0,19000.0,contact726@elivaas.com
Emerald Villas in Vagator Unit 397,ELIVAAS,Goa,Arpora,3-BHK Villa,No,Emerald Villas in Vagator Unit 397 Factsheet.docx,Yes,,,INDAH Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,EMERALD VILLAS IN VAGATOR UNIT 397 BROCHURE.docx,Done,Done,ELIVAAS_Bludoor_Detailed Brochure.pdf,https://bit.ly/3Tmu0bR,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/4afsCh9,Done,Emerald Villas in Vagator Unit 397 - HOME GUIDE.pdf,Emerald Villas in Vagator Unit 397 - HOME GUIDE.pdf,Good To Go,,Emerald Villas in Vagator Unit 397 - Set Menu.pdf,Emerald Villas in Vagator Unit 397 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Risaia Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3wbSM4N,Cloud 7  Tropical,,Dahlia Arpora - 4BHK,https://bit.ly/3PXwhbn,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/",727.0,15500.0,contact727@elivaas.com
Maple Haven in Assagao Unit 756,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Maple Haven in Assagao Unit 756 Factsheet.docx,Yes,,,"PALMS, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,MAPLE HAVEN IN ASSAGAO UNIT 756 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/3GGCfI0,Done,Good To Go,,G1PE3E0018_Detailed Brochure.pdf,https://bit.ly/48ekI5J,Done,Maple Haven in Assagao Unit 756 - HOME GUIDE.pdf,Maple Haven in Assagao Unit 756 - HOME GUIDE.pdf,Good To Go,,Maple Haven in Assagao Unit 756 - Set Menu.pdf,Maple Haven in Assagao Unit 756 - Set Menu.pdf,Indah Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1DA4E0013.mp4,https://bit.ly/3UEVMkn,Bauhinia,,Villa 2,https://bit.ly/3RINKpj,"https://www.instagram.com/p/C-hXq_CIxAc/, https://www.instagram.com/p/C9w_raXIWaY/, https://www.instagram.com/p/C7B_SKroR9O/",728.0,17500.0,contact728@elivaas.com
Azure ResidencyAssagao Unit 415,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Azure ResidencyAssagao Unit 415 Factsheet.docx,Yes,,,"WAVES, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,AZURE RESIDENCYASSAGAO UNIT 415 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/3VzGRYY,Done,Good To Go,,G1BA5E0010_Detailed Brochure.pdf,https://bit.ly/3VyJrhP,Done,Azure ResidencyAssagao Unit 415 - HOME GUIDE.pdf,Azure ResidencyAssagao Unit 415 - HOME GUIDE.pdf,Good To Go,,Azure ResidencyAssagao Unit 415 - Set Menu.pdf,Azure ResidencyAssagao Unit 415 - Set Menu.pdf,Panache Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1OS4E0017.mp4,https://bit.ly/457ZLJB,BluDoor,,Opalys - 4 BHK Arpora,https://bit.ly/45fm0xi,https://www.instagram.com/p/DCy8HHXopBX/,729.0,25000.0,contact729@elivaas.com
Crimson Meadows in Nerul Unit 388,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Crimson Meadows in Nerul Unit 388 Factsheet.docx,Yes,,,INDAH Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,CRIMSON MEADOWS IN NERUL UNIT 388 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/3REl7sF,Done,Good To Go,,G1RA4E0020_Detailed Brochure.pdf,https://bit.ly/3BPwjx4,Done,Crimson Meadows in Nerul Unit 388 - HOME GUIDE.pdf,Crimson Meadows in Nerul Unit 388 - HOME GUIDE.pdf,Good To Go,,Crimson Meadows in Nerul Unit 388 - Set Menu.pdf,Crimson Meadows in Nerul Unit 388 - Set Menu.pdf,Dahlia Walkthrough.mp4,Bludoor Walkthrough.mp4,G1BR5E0011.mp4,https://bit.ly/3SDeyG7,Indah,,Bauhinia 5BHK Assagao,https://bit.ly/3AhJnek,"https://www.instagram.com/p/C9rKDfmo0zd/, https://www.instagram.com/p/C7yhdtCojw7/",730.0,21500.0,contact730@elivaas.com
Whispering CourtArpora Unit 275,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Whispering CourtArpora Unit 275 Factsheet.docx,Yes,,,DAHLIA Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,WHISPERING COURTARPORA UNIT 275 BROCHURE.docx,Done,Done,Elivaas_Indah_Detailed Brochure.pdf,https://bit.ly/4cZv37P,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3Mo0wp9,Done,Whispering CourtArpora Unit 275 - HOME GUIDE.pdf,Whispering CourtArpora Unit 275 - HOME GUIDE.pdf,Good To Go,,Whispering CourtArpora Unit 275 - Set Menu.pdf,Whispering CourtArpora Unit 275 - Set Menu.pdf,Dahlia Walkthrough.mp4,Risaia Walkthrough.mp4,G1IH4E0015.MP4,https://bit.ly/4dDGjYA,Cloud 7  Tropical,,Celest - 4 BHK Arpora,https://bit.ly/3UtTSlD,"https://www.instagram.com/p/C-GiXVMSkuK/, https://www.instagram.com/p/C-Amt60vvk6/",731.0,10000.0,contact731@elivaas.com
Maple Villas in Arpora Unit 380,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Maple Villas in Arpora Unit 380 Factsheet.docx,Yes,,,"PALMS, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,MAPLE VILLAS IN ARPORA UNIT 380 BROCHURE.docx,Done,Done,ELIVAAS_Bludoor_Detailed Brochure.pdf,https://bit.ly/3Tg6Bsu,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3teiX9Y,Done,Maple Villas in Arpora Unit 380 - HOME GUIDE.pdf,Maple Villas in Arpora Unit 380 - HOME GUIDE.pdf,Good To Go,,Maple Villas in Arpora Unit 380 - Set Menu.pdf,Maple Villas in Arpora Unit 380 - Set Menu.pdf,Lumin.mp4,Bauhinia Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/4cXXLpE,Cloud 7  Waves,,Bauhinia 5BHK Assagao,https://bit.ly/3Q58OVP,https://www.instagram.com/p/C9uCCLUPWgr/,732.0,17500.0,contact732@elivaas.com
Sapphire Meadows at Assagao Unit 600,ELIVAAS,Goa,Assagao,3-BHK Villa,No,Sapphire Meadows at Assagao Unit 600 Factsheet.docx,Yes,,,"CORAL, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,SAPPHIRE MEADOWS AT ASSAGAO UNIT 600 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/3LP3LWw,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3RIMWjS,Done,Sapphire Meadows at Assagao Unit 600 - HOME GUIDE.pdf,Sapphire Meadows at Assagao Unit 600 - HOME GUIDE.pdf,Good To Go,,Sapphire Meadows at Assagao Unit 600 - Set Menu.pdf,Sapphire Meadows at Assagao Unit 600 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1IH4E0015.MP4,https://bit.ly/49cYrpY,Risaia,,Villa 3,https://bit.ly/3LV8hD8,https://www.instagram.com/p/C-iXFaEC2jw/,733.0,18000.0,contact733@elivaas.com
Whispering Heights at Nerul Unit 605,ELIVAAS,Goa,Assagao,4-BHK Villa,No,Whispering Heights at Nerul Unit 605 Factsheet.docx,Yes,,,OPALYS Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,WHISPERING HEIGHTS AT NERUL UNIT 605 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/3ti0FVm,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3InBiFg,Done,Whispering Heights at Nerul Unit 605 - HOME GUIDE.pdf,Whispering Heights at Nerul Unit 605 - HOME GUIDE.pdf,Good To Go,,Whispering Heights at Nerul Unit 605 - Set Menu.pdf,Whispering Heights at Nerul Unit 605 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Indah Walkthrough.MP4,G1PE3E0018.mp4,https://bit.ly/4bzVcKM,Cloud 7  Shore,,Villa 5,https://bit.ly/469uGol,https://www.instagram.com/p/DCqhrEhScle/ | https://www.instagram.com/p/C_lDDY-o8q7/ https://www.instagram.com/p/C-AwXOVSUj8/ | https://www.instagram.com/p/C9xA2Ahymi-/ https://www.instagram.com/p/C9t4rQhOpxF/ | https://www.instagram.com/p/C9C5uguJtwH/  https://www.instagram.com/p/C6TU16rJs8B/ | https://www.instagram.com/p/C6OeuNuMdEn/,734.0,17500.0,contact734@elivaas.com
Azure Haven in Vagator Unit 906,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Azure Haven in Vagator Unit 906 Factsheet.docx,Yes,,,RISAIA Listing Content,Done,PINKSKY WEBSITE CONTENT,Done,AZURE HAVEN IN VAGATOR UNIT 906 BROCHURE.docx,Done,Done,ELIVAAS_Bludoor_Detailed Brochure.pdf,https://bit.ly/3ThQkmS,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3TjceGl,Done,Azure Haven in Vagator Unit 906 - HOME GUIDE.pdf,Azure Haven in Vagator Unit 906 - HOME GUIDE.pdf,Good To Go,,Azure Haven in Vagator Unit 906 - Set Menu.pdf,Azure Haven in Vagator Unit 906 - Set Menu.pdf,Risaia Walkthrough.mp4,Bludoor Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/49bkGg0,Cloud 7  Tropical,,Villa 5,https://bit.ly/48un1CG,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",735.0,20500.0,contact735@elivaas.com
Crimson Villas in Vagator Unit 908,ELIVAAS,Goa,Arpora,4-BHK Villa,Pet-friendly,Crimson Villas in Vagator Unit 908 Factsheet.docx,Yes,,,PANACHE Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,CRIMSON VILLAS IN VAGATOR UNIT 908 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1PE3E0018_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Crimson Villas in Vagator Unit 908 - HOME GUIDE.pdf,Crimson Villas in Vagator Unit 908 - HOME GUIDE.pdf,Good To Go,,Crimson Villas in Vagator Unit 908 - Set Menu.pdf,Crimson Villas in Vagator Unit 908 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1DA4E0013.mp4,https://bit.ly/3OHjKYm,Celest,,Dahlia Arpora - 4BHK,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",736.0,19500.0,contact736@elivaas.com
Scarlet Court in Nerul Unit 437,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Scarlet Court in Nerul Unit 437 Factsheet.docx,Yes,,,"WAVES, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,SCARLET COURT IN NERUL UNIT 437 BROCHURE.docx,Done,Done,ELIVAAS PinkSky_4-BHK_Detailed brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1IH4E0015_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Scarlet Court in Nerul Unit 437 - HOME GUIDE.pdf,Scarlet Court in Nerul Unit 437 - HOME GUIDE.pdf,Good To Go,,Scarlet Court in Nerul Unit 437 - Set Menu.pdf,Scarlet Court in Nerul Unit 437 - Set Menu.pdf,Celest Walkthrough.mp4,Risaia Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3SwlswI,Risaia,,Villa 6,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",737.0,14000.0,contact737@elivaas.com
Amber RetreatMoira Unit 375,ELIVAAS,Goa,Vagator,3-BHK Villa,No,Amber RetreatMoira Unit 375 Factsheet.docx,Yes,,,"SHELLS, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,AMBER RETREATMOIRA UNIT 375 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1PE3E0018_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Amber RetreatMoira Unit 375 - HOME GUIDE.pdf,Amber RetreatMoira Unit 375 - HOME GUIDE.pdf,Good To Go,,Amber RetreatMoira Unit 375 - Set Menu.pdf,Amber RetreatMoira Unit 375 - Set Menu.pdf,Indah Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3SHbjNQ,Cloud 7  Shore,,Villa 2,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",738.0,10000.0,contact738@elivaas.com
Juniper GroveArpora Unit 928,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Juniper GroveArpora Unit 928 Factsheet.docx,Yes,,,BLUDOOR Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,JUNIPER GROVEARPORA UNIT 928 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CT4E0012_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Juniper GroveArpora Unit 928 - HOME GUIDE.pdf,Juniper GroveArpora Unit 928 - HOME GUIDE.pdf,Good To Go,,Juniper GroveArpora Unit 928 - Set Menu.pdf,Juniper GroveArpora Unit 928 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Panache Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3uEuOP6,Risaia,,Panache - 3BHK Arpora,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",739.0,24000.0,contact739@elivaas.com
Crimson Haven in Vagator Unit 457,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Crimson Haven in Vagator Unit 457 Factsheet.docx,Yes,,,OPALYS Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,CRIMSON HAVEN IN VAGATOR UNIT 457 BROCHURE.docx,Done,Done,Elivaas_Lumin_4BHK_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Crimson Haven in Vagator Unit 457 - HOME GUIDE.pdf,Crimson Haven in Vagator Unit 457 - HOME GUIDE.pdf,Good To Go,,Crimson Haven in Vagator Unit 457 - Set Menu.pdf,Crimson Haven in Vagator Unit 457 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1DA4E0013.mp4,https://bit.ly/3I0Yady,Cloud 7  Waves,,Villa 7,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",740.0,16000.0,contact740@elivaas.com
Horizon Estate at Assagao Unit 419,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Horizon Estate at Assagao Unit 419 Factsheet.docx,Yes,,,BLUDOOR Listing Content,Done,PINKSKY WEBSITE CONTENT,Done,HORIZON ESTATE AT ASSAGAO UNIT 419 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1IH4E0015_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Horizon Estate at Assagao Unit 419 - HOME GUIDE.pdf,Horizon Estate at Assagao Unit 419 - HOME GUIDE.pdf,Good To Go,,Horizon Estate at Assagao Unit 419 - Set Menu.pdf,Horizon Estate at Assagao Unit 419 - Set Menu.pdf,Bludoor Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/49e4f2u,Cloud 7  Waves,,Villa 4,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/",741.0,18000.0,contact741@elivaas.com
Emerald Retreat in Moira Unit 970,ELIVAAS,Goa,Vagator,3-BHK Villa,No,Emerald Retreat in Moira Unit 970 Factsheet.docx,Yes,,,"CORAL, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,EMERALD RETREAT IN MOIRA UNIT 970 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Emerald Retreat in Moira Unit 970 - HOME GUIDE.pdf,Emerald Retreat in Moira Unit 970 - HOME GUIDE.pdf,Good To Go,,Emerald Retreat in Moira Unit 970 - Set Menu.pdf,Emerald Retreat in Moira Unit 970 - Set Menu.pdf,Celest Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3SXluPD,Celest,,Villa 7,https://bit.ly/45P20zV,"https://www.instagram.com/p/C-hXq_CIxAc/, https://www.instagram.com/p/C9w_raXIWaY/, https://www.instagram.com/p/C7B_SKroR9O/",742.0,17500.0,contact742@elivaas.com
